,지역,상호,주소,상표,셀프여부,경유,lat,lng
143,대전광역시,(주)제트 동서로주유소,대전 중구 동서대로 1293 (오류동),현대오일뱅크,Y,1284,36.3282846,127.4031803
144,대전광역시,태평셀프주유소,대전광역시 중구  동서대로 1244 (태평동),현대오일뱅크,Y,1283,36.3263269,127.3979182
145,대전광역시,천지인주유소,대전 중구 대종로 44 (옥계동),자가상표,Y,1279,36.2975654,127.4560513
146,대전광역시,(주)에너비즈삼성주유소,대전 중구 계룡로 778 (오류동),S-OIL,Y,1284,36.3294243,127.403459
147,대전광역시,대전명성 셀프주유소,대전 중구 대종로 103 (옥계동),현대오일뱅크,Y,1285,36.3016338,127.4517441
148,대전광역시,중앙주유소,대전 중구 대종로 558 (선화동),S-OIL,Y,1288,36.3327618,127.4212711
149,대전광역시,이화주유소,대전 중구 대종로 166 (석교동),SK에너지,N,1289,36.3065234,127.4482759
150,대전광역시,(주)석교주유소,대전 중구 대종로 207 (석교동),SK에너지,Y,1289,36.308253,127.4440134
151,대전광역시,진성주유소,대전 중구 대종로 122 (호동),SK에너지,Y,1299,36.3033846,127.4510816
152,대전광역시,버드내셀프주유소,대전 중구 계백로 1520 (유천동),현대오일뱅크,Y,1295,36.31597,127.3892659
153,대전광역시,안영IC주유소,대전 중구  대둔산로 188 (안영동),GS칼텍스,Y,1294,36.2870976,127.3789532
154,대전광역시,행복가득주유소,대전광역시 중구 보문산로 86(산성동),현대오일뱅크,Y,1290,36.3052841,127.3898369
155,대전광역시,(주)메이저플러스 명품주유소,대전광역시 중구 보문로 301 (선화동),현대오일뱅크,Y,1289,36.329275,127.4200004
156,대전광역시,청정주유소,대전 중구 오류로 120 (오류동),SK에너지,Y,1309,36.3307891,127.4017222
157,대전광역시,동물원주유소,대전 중구 대둔산로 270 (사정동),SK에너지,N,1299,36.2936985,127.3836903
158,대전광역시,보문주유소,대전 중구 보문로 59 (부사동),자가상표,N,1299,36.3129411,127.434362
159,대전광역시,(주)메이저플러스 오월드주유소,대전 중구 대둔산로 359 (사정동),S-OIL,Y,1290,36.3012996,127.3856002
160,대전광역시,서대전농협주유소,대전 중구 계백로 1555 (유천동),SK에너지,Y,1294,36.3209277,127.4089051
161,대전광역시,(주)농협대전유통 하나로주유소,대전 중구 대둔산로 199번길 43,NH-OIL,Y,1294,36.2884029,127.3778062
162,대전광역시,현대오일뱅크(주) 충무주유소,대전 중구 충무로 141 (부사동),현대오일뱅크,N,1314,36.3199547,127.43229
163,대전광역시,안영셀프주유소,대전 중구 대둔산로 241 (안영동),현대오일뱅크,Y,1295,36.29159569999999,127.3815649
164,대전광역시,하나로주유소,대전 중구 대둔산로 211 (안영동),SK에너지,Y,1295,36.2891892,127.3801422
165,대전광역시,뿌리주유소,대전 중구 오류로 95 (오류동),SK에너지,N,1309,36.3286312,127.4018367
166,대전광역시,(주)봉봉 주유소,대전 중구  대둔산로 491 (산성동),S-OIL,Y,1335,36.3129249,127.3889555
167,대전광역시,중도석유(주)산성주유소,대전 중구 대둔산로 406 (산성동),GS칼텍스,N,1368,36.3053429,127.3868835
168,대전광역시,거북이주유소,대전 중구 문화로 35 (산성동),GS칼텍스,N,1319,36.3105148,127.3898128
169,대전광역시,지에스칼텍스㈜ 대양주유소,대전 중구 우암로 4,GS칼텍스,Y,1359,36.3336858,127.4204043
170,대전광역시,충남주유소,대전 중구 대흥로 80 (대흥동),자가상표,N,1289,36.3230507,127.4214398
171,대전광역시,중도석유(주)천일주유소,대전 중구 대종로 376 (부사동),GS칼텍스,N,1355,36.3188723,127.4319091
172,대전광역시,쟈이주유소,대전광역시 중구 대흥로 132 (대흥동),현대오일뱅크,N,1379,36.3235784,127.4269511
173,대전광역시,삼육주유소,대전 중구 대전천서로 757 (중촌동),SK에너지,Y,1385,36.3478335,127.4067834
174,대전광역시,중촌(구.태영),대전 중구 동서대로 1434 (선화동),SK에너지,N,1395,36.3355273,127.415084
175,대전광역시,SK대전셀프주유소,대전 중구 중앙로 64 (대흥동),SK에너지,Y,1365,36.3240104,127.419184
176,대전광역시,(주)안국에너지 용두동주유소,대전 중구 계룡로771번길 8 (용두동),SK에너지,N,1379,36.330185,127.4038341
177,대전광역시,태성주유소,대전 중구 동서대로 1459 (중촌동),GS칼텍스,Y,1398,36.3375563,127.4168077
178,대전광역시,목동주유소,대전 중구 동서대로 1385(목동),S-OIL,N,1465,36.3328034,127.4109808
179,대전광역시,영광주유소,대전 중구 문화로 95 (유천동),SK에너지,N,1454,36.3122185,127.3962683
180,대전광역시,대웅에너지,대전 중구 대종로 557 (선화동),현대오일뱅크,Y,-,36.3323151,127.4207921
181,대전광역시,금성주유소,대전 중구 동서대로 1183 (태평동),S-OIL,Y,-,36.3270296,127.3916366
182,세종특별자치시,세종동부농협주유소,세종특별자치시 부강면 부강외천로 10,NH-OIL,Y,1275,36.5274626,127.3719688
183,세종특별자치시,진영주유소,세종 소정면 세종로 4732,현대오일뱅크,Y,1309,36.7312093,127.1682263
184,세종특별자치시,소나무주유소,세종특별자치시 전의면 세종로 3907,자가상표,N,1289,36.6788285,127.1849284
187,세종특별자치시,굿모닝주유소,세종특별자치시 조치원읍 세종로 2712,자가상표,N,1299,36.62084979999999,127.2871603
188,세종특별자치시,신안주유소,세종특별자치시 조치원읍 세종로 2678,알뜰주유소,Y,1299,36.62084979999999,127.2871603
189,세종특별자치시,석곡주유소,세종 전동면 하석곡길 64-10,GS칼텍스,N,1308,36.6543171,127.2591559
190,세종특별자치시,충청에너지주유소,세종특별자치시 전의면 세종로 3894,GS칼텍스,Y,1308,36.6794288,127.186522
192,세종특별자치시,대영에너지(주)직영 아름셀프주유소,세종특별자치시 금남면 세종로 215,현대오일뱅크,Y,1359,36.4501046,127.2828387
193,세종특별자치시,그린주유소,세종 조치원읍 세종로 2706,현대오일뱅크,N,1317,36.62752560000001,127.2899586
194,세종특별자치시,남세종농협주유소,세종특별자치시 금남면 성덕영곡길 15,NH-OIL,Y,1318,36.4604996,127.2777202
195,세종특별자치시,신원주유소,세종 조치원읍 세종로 2562,SK에너지,Y,1319,36.6150336,127.2930558
197,세종특별자치시,삼미상사(주)도담셀프주유소,세종특별자치시 갈매로 596(도담동),SK에너지,Y,1344,37.6348265,127.1156625
200,세종특별자치시,범한주유소,세종특별자치시  소정면 세종로 4679,S-OIL,N,1328,36.7282772,127.1637753
201,세종특별자치시,덕고개주유소,세종특별자치시 전의면 운주산로 1284,GS칼텍스,N,1330,36.6812937,127.1957672
202,세종특별자치시,전의농협주유소,세종특별자치시 전의면 매실로 6,NH-OIL,N,1335,36.6911071,127.2046511
204,세종특별자치시,흥진주유소,세종특별자치시 조치원읍 신안새동네길 4,GS칼텍스,N,1339,36.6140999,127.2922755
205,세종특별자치시,영당주유소,세종특별자치시 전의면 의당전의로 718,현대오일뱅크,N,1339,36.6566991,127.1877142
206,세종특별자치시,대보산업(주)전의산업단지주유소,세종 전의면 왕의물로 254,현대오일뱅크,N,1339,36.7003746,127.2105677
207,세종특별자치시,세종로주유소,세종특별자치시 전의면 세종로 3880,S-OIL,N,1329,36.6796506,127.1879899
209,세종특별자치시,명화제일주유소,세종 전동면 운주산로 224,S-OIL,N,1329,36.64477979999999,127.2761655
211,세종특별자치시,세종주유소,세종 소정면 세종로 4313,현대오일뱅크,Y,1349,36.7001989,127.1508102
212,세종특별자치시,서세종농협주유소,세종 연서면 함박로 122,SK에너지,N,1358,35.2317288,128.8670731
213,세종특별자치시,정현제3주유소,세종 부강면 부강외천로 301,SK에너지,N,1339,36.5294995,127.4005349
214,세종특별자치시,평산주유소,세종 조치원읍 허만석로 84,S-OIL,Y,1349,36.5882766,127.2992428
215,세종특별자치시,태산주유소,세종특별자치시 소정면 세종로 4274,현대오일뱅크,Y,1349,36.6975503,127.1536402
216,세종특별자치시,금빛주유소,세종특별자치시 조치원읍 새내로 182,SK에너지,N,1350,36.6084502,127.297292
218,세종특별자치시,장기주유소,세종특별자치시 장군면 장척로 408-7,S-OIL,N,1359,36.4915203,127.1936919
220,세종특별자치시,독립주유소,세종특별자치시 조치원읍 충현로 23,SK에너지,N,1368,36.6055746,127.2963827
222,세종특별자치시,행복주유소,세종시 부강면 시목부강로 423,GS칼텍스,N,1339,36.5042303,127.3855043
223,세종특별자치시,CJ대한통운㈜ 중부화물터미널주유소,세종특별자치시 부강면 연청로 745-46,GS칼텍스,N,1379,36.5439377,127.3567475
224,세종특별자치시,중앙주유소,세종 조치원읍 새내로 201,GS칼텍스,N,1359,36.6097722,127.2965266
225,세종특별자치시,행복도시주유소,세종특별자치시 조치원읍 세종로 2749,SK에너지,Y,1339,36.62084979999999,127.2871603
226,세종특별자치시,동유주유소,세종시 조치원읍 새내로 142,SK에너지,N,1369,36.6045114,127.2978162
227,세종특별자치시,백제주유소,세종 소정면 차령고개로 1087,현대오일뱅크,N,1379,36.6917359,127.1556678
228,세종특별자치시,삼정주유소,세종특별자치시 조치원읍 충현로 53,현대오일뱅크,N,1369,36.5938126,127.2977097
230,세종특별자치시,전동주유소,세종특별자치시 전동면 운주산로 355,현대오일뱅크,N,1369,36.6538998,127.2658405
231,세종특별자치시,차사랑주유소,세종 부강면 부강외천로 271,S-OIL,N,1375,36.5299277,127.3969951
234,세종특별자치시,신사주유소,세종특별자치시 부강면 청연로 71,S-OIL,N,1385,36.5293115,127.370916
238,세종특별자치시,(주)명성,세종특별자치시 조치원읍 세종로 2210,GS칼텍스,N,1398,36.62084979999999,127.2871603
240,세종특별자치시,황용주유소,세종특별자치시 금남면 황용1길 40,현대오일뱅크,N,1415,36.4809063,127.3268047
242,세종특별자치시,대평주유소,세종시 금남면 용포로 109,GS칼텍스,N,1418,36.4681573,127.2814641
243,세종특별자치시,승덕주유소,세종 소정면 세종로 4317,GS칼텍스,N,1455,36.7003868,127.1505415
244,세종특별자치시,(주)한유에너지 중부주유소,세종시 조치원읍 세종로 2167,SK에너지,N,1497,36.5805206,127.2926492
245,세종특별자치시,우리나라주유소,세종 전의면 운주산로 1032,S-OIL,N,-,36.6714813,127.217328
246,세종특별자치시,홍대주유소,세종특별자치시 조치원읍 세종로 2654,S-OIL,N,1349,36.62084979999999,127.2871603
247,대전광역시,일등주유소,대전 대덕구 신탄진로 636 (평촌동),자가상표,N,1309,36.4350166,127.4254103
248,대전광역시,신탄진(상)주유소/충전소,대전광역시 대덕구 산업단지로 27 (상서동),알뜰(ex),Y,1304,36.4282738,127.4179957
249,대전광역시,SK네트웍스(주)대원셀프주유소,대전 대덕구 동서대로 1772 (비래동),SK에너지,Y,1309,36.353731,127.4446182
250,대전광역시,(주)에스에이치에너지영풍주유소,대전광역시 대덕구 신탄진로 584(상서동),현대오일뱅크,Y,1377,36.4305844,127.4226202
251,대전광역시,신탄진농협주유소,대전 대덕구 덕암로168번길 10 (평촌동),NH-OIL,Y,1324,36.4356372,127.4238253
252,대전광역시,(주)학하목상셀프주유소,대전광역시 대덕구  대덕대로 1500 (목상동),S-OIL,Y,1325,36.4493775,127.4149645
253,대전광역시,(주)SH에너지 세종주유소,대전 대덕구 대덕대로 1494 (목상동),SK에너지,Y,1325,36.4492916,127.4141765
254,대전광역시,강변셀프주유소,대전 대덕구  신탄진로 866 (신탄진동),GS칼텍스,Y,1325,36.4275368,127.4249591
255,대전광역시,씨앤에스유통(주)회덕IC주유소,대전 대덕구 갑천도시고속도로 1084 (신대동),S-OIL,Y,1327,36.391156,127.4125954
256,대전광역시,스마일주유소,대전 대덕구 신탄진로 622 (상서동),S-OIL,Y,1327,36.4337759,127.4247157
257,대전광역시,대전북부새마을금고주유소,대전 대덕구 신탄진로 792,SK에너지,Y,1327,36.4481439,127.4297154
258,대전광역시,원촌주유소,대전 대덕구 아리랑로 55 (읍내동),SK에너지,Y,1328,36.3775024,127.4116994
259,대전광역시,씨앤에스유통(주)송월,대전 대덕구 아리랑로 107 (읍내동),S-OIL,N,1328,36.3754266,127.4168082
260,대전광역시,용은주유소,대전 대덕구 신탄진로 559 (상서동),S-OIL,Y,1328,36.4289483,127.4208692
261,대전광역시,신탄진IC주유소,대전 대덕구 신탄진로 665,SK에너지,Y,1328,36.4374581,127.4257983
262,대전광역시,(주)메이저플러스 대전IC주유소,대전광역시 대덕구  동서대로 1787 (송촌동),GS칼텍스,Y,1319,36.3553852,127.4439358
263,대전광역시,동대전셀프주유소,대전 대덕구 신탄진로 60 (연축동),현대오일뱅크,Y,1325,36.38688070000001,127.4239099
264,대전광역시,쌍용주유소,대전 대덕구 신탄진로 83 (연축동),S-OIL,Y,1325,36.3881936,127.4216252
265,대전광역시,소태산주유소,대전광역시 대덕구 신탄진로 163(신대동),현대오일뱅크,N,1325,36.3953607,127.4217204
266,대전광역시,삼미상사(주)금강주유소,대전 대덕구 신탄진로 536 (상서동),SK에너지,N,1338,36.4266704,127.4209407
267,대전광역시,제일셀프주유소,대전광역시 대덕구  동서대로 1750 (비래동),현대오일뱅크,Y,1309,36.3517285,127.4430738
268,대전광역시,회덕롯데리아주유소,대전 대덕구 신탄진로 222 (와동),SK에너지,Y,1329,36.4003274,127.4233971
269,대전광역시,와동주유소,대전 대덕구 신탄진로 386 (와동),현대오일뱅크,N,1334,36.4143615,127.424346
270,대전광역시,신탄진주유소,대전 대덕구 대덕대로1527번길 374,현대오일뱅크,N,1325,36.453453,127.4283768
271,대전광역시,동양주유소,대전 대덕구 동서대로 1811(송촌동),현대오일뱅크,N,1335,36.357302,127.4450709
272,대전광역시,라자로주유소,대전 대덕구 대전로 1390 (읍내동),현대오일뱅크,N,1399,36.3774635,127.4216378
273,대전광역시,순우리주유소,대전 대덕구 신탄진로 533 (상서동),자가상표,N,1328,36.4275368,127.4249591
274,대전광역시,㈜연정 에스에스주유소,대전 대덕구 한밭대로 1020,S-OIL,N,1329,36.3579257,127.4119114
275,대전광역시,진영주유소,대전 대덕구 한밭대로 1180 (중리동),S-OIL,N,1329,36.3585972,127.4295893
276,대전광역시,농수산주유소,대전광역시 대덕구  한밭대로 1014 (오정동),GS칼텍스,Y,1329,36.3577929,127.4113007
277,대전광역시,(주)삼부에너지 으뜸주유소,대전 대덕구 한밭대로 1152 (중리동),현대오일뱅크,N,1329,36.3585211,127.4266773
278,대전광역시,지에스칼텍스㈜ 톨게이트주유소,대전 대덕구 동서대로 1762,GS칼텍스,Y,1349,36.3523573,127.4450014
279,대전광역시,일등주유소,대전 대덕구 한밭대로 1145 (중리동),현대오일뱅크,N,1327,36.35923890000001,127.4256413
280,대전광역시,갑천주유소,대전 대덕구 아리랑로55번길 189 (신대동),GS칼텍스,Y,1358,36.39294810000001,127.4135996
281,대전광역시,창영주유소,대전 대덕구 신탄진로 383,GS칼텍스,N,1299,36.41387599999999,127.4236549
282,대전광역시,한라주유소,대전 대덕구 오정로 65 (오정동),GS칼텍스,N,1449,36.3522293,127.4103354
283,대전광역시,CJ대한통운㈜ 대전지사주유소,대전 대덕구 신탄진로 1 (읍내동),GS칼텍스,N,1348,36.3827688,127.4247506
284,대전광역시,은빛주유소,대전 대덕구 아리랑로 70 (읍내동),현대오일뱅크,N,1359,36.376426,127.4123796
285,대전광역시,신일주유소,대전광역시 대덕구 산업단지로 112,현대오일뱅크,N,1379,36.4308384,127.409679
286,대전광역시,sk럭키주유소,대전광역시 대덕구  한밭대로 1007 (오정동),SK에너지,N,1359,36.3585568,127.4103011
287,대전광역시,새로운주유소,대전 대덕구 오정로 123 (오정동),SK에너지,N,1309,36.3558996,127.405871
288,대전광역시,당산주유소,대전 대덕구 아리랑로 135 (읍내동),SK에너지,N,1379,36.3740523,127.419598
289,대전광역시,상서주유소,대전 대덕구 신탄진로 519 (상서동),현대오일뱅크,N,1379,36.42539490000001,127.4195874
290,대전광역시,대도주유소,대전광역시 대덕구  신탄진로756번길 2 (신탄진동),현대오일뱅크,N,1378,36.4446018,127.4298528
291,대전광역시,비전운수(주)산업단지주유소,대전 대덕구 산업단지로 107,GS칼텍스,N,1419,36.4297824,127.4097349
292,대전광역시,차세대주유소,대전광역시 대덕구  아리랑로 73 (읍내동),GS칼텍스,N,1418,36.3766241,127.4132485
293,대전광역시,충청주유소,대전 대덕구 대전로 1393 (읍내동),S-OIL,N,1418,36.3779434,127.4209923
294,대전광역시,개나리주유소오일뱅크,대전 대덕구 오정로 53 (오정동),현대오일뱅크,N,1439,36.35145929999999,127.411179
295,대전광역시,공단주유소,대전 대덕구 대전로 1285 (대화동),GS칼텍스,N,1399,36.3688547,127.4199374
296,대전광역시,장터주유소,대전 대덕구 아리랑로 152 (읍내동),GS칼텍스,N,1445,36.3728968,127.4206931
297,대전광역시,삼영주유소,대전 대덕구 대전로 1200 (오정동),S-OIL,N,1429,36.3611227,127.4173016
298,대전광역시,OK(구.영광),대전 대덕구 대전로 1312 (읍내동),SK에너지,N,1469,36.3708405,127.420763
299,대전광역시,대덕산업단지관리공단주유사업소,대전 대덕구 문평동로 2 (문평동),현대오일뱅크,N,1488,36.4454135,127.4043102
300,대전광역시,호성,대전 대덕구 신탄진로681번길 22,SK에너지,N,1495,36.43934770000001,127.425346
301,대전광역시,동남,대전 대덕구 신탄진로 470,SK에너지,N,1495,36.4211399,127.4200897
302,대전광역시,맘모스주유소,대전 대덕구 동서대로 1756 (비래동),SK에너지,N,1517,36.3523363,127.4433647
303,대전광역시,대전4공단,대전 대덕구 대덕대로 1412,SK에너지,N,1555,36.4458133,127.4067858
304,대전광역시,한솔주유소,대전 대덕구 한밭대로 1036 (오정동),GS칼텍스,N,1697,36.3572257,127.4136657
